Extracted Text,Response
"rough time, upset, depressed, not normal, disgust, tough, scared, thinking, shake",Are you able to give yourself some peace of mind while you take the time to further address whether or not you are gayWhether or not and to what degree a person accepts their sexuality depends on dense factors such as the culture of your family the beliefs about gay people with which you were brought up and your own tolerance for being a unique individualExamining these factors whether inwardly by yourself in online blogs and sites or live with other people requires patience and effortThe more you are willing to commit to figuring out your own truth the greater is your chance of finding it
"emotions, torn, enjoy, fascination, kinky fetish interests, single",Let yourself enjoy crossdressingWhat sounds in your way are whatever beliefs you gre up hearing see and absorb currentlyConcentrate on your own satisfaction and that you are doing this in a nonharming wayMaybe if you branch out your interest by finding other people who enjoy crossdressing as much as you doWith any interest or activity social interaction supports it
"transition from male to female, wanted, persisted, 10 years, dont know where to start, soundest information",Wonderful  I am so excited for you  What a huge decision  I am writing from Toronto Canada so it is hard for me to direct you specifically  I would start with two things 1 Find a doctor that is comfortable perscribing hormones and 2 find a Counsellor or Therapist that is transgender specialized  They will know how transitioning works in your health care system and other supports as well  Google is a wonderful way to find these resources   I wish you well Thanks for writing
"middle school, high school, friends, family, gay, telling, believe, wanted, starting, believe, unsure",I agree with Amy We get a lot of pressure from others and even ourselves to define who we are and what we want at a pretty early age The truth is our sexuality can change and grow in directions we never imagined I may be wrong but I am getting the impression that you may not want to be gay That this is something you didnt like others suggesting and now you are uncomfortable with the idea that it may be true This would certainly be understandable Your sexuality is YOURS and yours alone It can be quite frustrating and hurful when others try to define who you are And it can be equally frustrating when you are trying to figure it out for yourself The truth is that there are many different possibilities when it comes to sexual orientation It may help to think about what qualities you find attractive What kind of person can you see yourself being attracted to Someone smart Funny Loves dogs If you look for these qualities in a person they may lead you to being attracted to someone of the same sex but maybe not At least you would be choosing someone based on values and qualities that you love and admire Another idea is to chat with a counselor if you are interested Preferrably one who has done some training in affirmative therapy Be well and be youRobin  J Landwehr DBH LPC NCC
"emotions, confusion, sexual orientation, identity crisis",It doesnt sound like you are finding yourself attracted to anyone  It could mean that you just havent connected with anyone you find attractive or that you are asexual  essentially not oriented toward anyone  I would suggest doing some reading on asexuality and see if it connects to how you feel
"transgender, friends, family, conversations, accept, gender dysphoria, difficult, strategies, dealing with",Hi It can be difficult to handle such a transition on your own I work with clients to understand their needs and wants This can involve how to communicate effectively with friends family and other loved ones or learning how to have selfacceptance I strongly recommend speaking with a licensed clinician one on one to help facilitate the change you are looking for
"enjoying, imagining, date a girl, find guys cute, bisexual",Hello  Thank you for your question  Exploring your sexual orientation and attraction is a wonderful opportunity to get to know yourself  I would be curious to know what feelings you might have related to the possibility of being bi What messages you may have received related to this orientation and any concerns you have about possible sexual orientations
"sick, throwing up, desire to be female, think about being a woman, pleasure from penis, women attractive, men attractive, ashamed","Hello and thank you for reaching out to ask for help Surely this is a very confusing time for you If you have never had these
feelings and desires it could certainty shake everything you thought you knew
about yourself 
My guess is that you becoming sick around the time that this
started is likely a coincidence but I understand how you would make the
connection 
I have a feeling that a few things may be going on here It
is really hard to say since I dont know you how old you are etc But I will
share you with you some thoughts 
Some people when they have undesirable thoughts that really
surprise them have a really tough time getting rid of them Our reaction to
the thought can be very strong and our tendency to try to block it out stuff
it avoid it etc is not always successful In fact its usually not 
Its like telling you not to think of pink elephants I
would be willing to bet that you thought of a pink elephant just now 
So rather than fighting thoughts that you find confusing
sometimes it is helpful to allow yourself to explore the thought with curiosity
and without judgement Where is this thought coming from What are my feelings
about it Asking yourself these questions may help you come to a resolution
about what is going on 
One possibility is that you have developed an anxiety about
your thoughts and now you are in the process of obsessing about them but
another possibility is that you are legitimately exploring your sexuality and
gender I get the feeling from your question that you do not want to believe
that it is second possibility And that is okay 
You can try some of my suggestions but you can also see a
counselor who may be able to help you work through your confusion I would
suggest someone who has experience working with sexuality issues You can
usually find out what a counselor works with on their website What is
important is that you find someone who is nonjudgmental about what you are
experiencing 
 
I wish you well
Robin J Landwehr DBH LPC NCC"
"teenage girl, straight, bisexual, gay, sudden rush of questions, don't know anymore",Being open minded about the type of sexual connection which feels true and real is a solid starting pointHaving questions is a very valuable way of more clearly defining your sexualityWrite one or two of your questions if youd like a more specific focus to your general search about your sexual preference
"transgender, thought, mind of a girl",Hello FrostproofThinking about becoming transgender and being transgender are slightly different  This is a topic that is best discussed with a therapist that specializes in LGBTQ issues  From what you have written it sounds as if you still have some confusion as to where you fit in with the labeling system  While labels provide a means to quickly identify and classify they can also feel restrictive or confining  Instead of focusing on fitting into a specific classification explore who you are as a person and celebrate your positive qualities and those things that make you uniquely you  There are many options for you to find a therapist and etherapy is also an option  You can try Breakthrough an online service   Here is some reading for refection that you may find helpful  Yin Yang Woman Man httpdldbzejVK2  What does it mean to be a woman or a man
"comfortable as a girl, like girls, stuck in a guy body, imagine myself as a girl, hot looking one, having boobs, act make more sense, feel like",I understand that gender andor sexual identity crises can be very difficult to navigate although in todays time I think we have made a lot of progress and it is becoming easier for individuals to find themselves and also find acceptance from societyI am unsure how old you are If you are a child or teenager this is a normal time to have identity questions and to be in a phase where you are trying to figure out who you are and what you want out of life I hope that you have understanding and supportive friends and family that you can talk to and who will support you in how you feel and what you may decide to do A lot of people unfortunately do not and if this is the case then it makes it harder for you Because then you may not feel safe exploring these feelings and decisionsI urge you not to try to make any permanent changes for quite some time By this I mean a sex change Anything permanent like surgery or hormone replacement to change your actual gender is something that does not need to be done lightly Please find a therapist that can help you explore your feelings and your identity crisis Of course there are things that you can do that are not permanent changes Many people decide to dress like their gender of choice Maybe experimenting in this way is something that you could doSee if you have a local chapter of PFLAG in your area PFLAG stands for Parents Families and Friends of Lesbians and Gays They are able to help not only with those who identify as lesbian or gay but also transgendered and asexual I wish you all the best in your identity crisis It would be very easy for you to sink into depression if you do not have good support and understanding from those around you during this time Find a professional that can help especially if you experience depression or any thoughts of harming yourself
"confusion, inability to focus",One way to concentrate is that if your mind starts to wonder then remind yourself to bring your attention backStart with short time spans of expecting yourself to concentrate  Youll more likely succeed with concentrating with small time spans than longer onesOnce you start seeing your success this will motivate you to try increasing the length to expect yourself to concentrateThe task of selfreminding is the same whether for long or short time periodsAlso before starting this exercise ask your medical doctor if the problem can be related to a physical health problemIf there is then have the possibility ruled out that your difficulty concentrating comes from the mental ability to concentrate and not some medical reason preventing thisBefore someone can engage their psychological will there must be a clean medical body and mind with which to work
"teenager, sneaking out, caught, want to stop, don't know where to start, how do I stop",Ive talked to many teens who frequently sneak out The question I always ask them is What are you getting from sneaking out that you arent getting at home Many teens answer they are hooking up using substances and engaging in other risky behaviors As uncomfortable as it might be I encourage you to talk with your parents or guardians about the reasons why you are sneaking out What are you getting out there that you arent getting at home A good family counselor can help sort through those issues Good luck
"suffer from, checking OCD, cleaning OCD, counseling, get over",Counseling can be very effective for OCD In particularly a kind of therapy called Exposure Response Ritual Prevention Therapy is considered the gold standard for the treatment of OCD What this is is a specific protocol that helps you build relaxation strategies and to increase the amount of time between your checkingcleaning rituals while also helping you to face any of the fears that OCD given you until those rituals and fears are no longer interfering with your life Research has shown that this kind of therapy may even be more effective for OCD than medication httpsajppsychiatryonlineorgdoifull101176appiajp1621151
"intense mood swings, high mood, irritated by other people, blame other people, tendencies, not working out",Mood swings and getting frustrated when things dont work out is totally normal Sometimes we get tied to one thing we really want to do and it can feel pretty intense when that gets interrupted or doesnt work out This said youre coming to CounselChat and so Im guessing this is something that is pretty intense for you and something that you are concerned about If this is getting in the way of your life it may be worthwhile to reach out to a therapist or doctor to get some help with this and see if there might be something more going on While for most people frustrationmood swings is related to typical life and stress if very intense it can be a sign of a number of challenges ranging from anxiety to a traumatic experience to something like Bipolar Disorder where a persons mood and energy might fly so high mania that one feels like they can do anything but often become frustrated when interrupted note there is a lot more to Bipolar Disorder than this and this is certainly not a diagnosis Wish you well
"nightmares, hearing voices, horrible things, care about",Hearing voices can be a very upsetting experience to have I want you to know that a lot of people will hear a voice at some point in their lives and that there are many things that cause voices Oftentimes significant stress can offset us to have symptoms like this There also mental and physical health conditions that can do the same I strongly encourage you to seek out help from both a doctor and a counselor to help you piece together exactly what is causing your voices I Once youve got that down youll know what to work on In the meantime here are some strategies to cope with voices1 Lower your stress levels Oftentimes stress makes voices worse What can you do to lower your stress2 Get enough Sleep Like stress sleep deprivation is an awful trigger for hearing voices3 Listen to Music Music can help you focus on another sound4 Wear headphone or Earplugs5 Use Your Own Voice If the voices are saying harsh things to you it can be tempting to talk back and thats okay if you do However you cn also use your own voice through singing whistling or the like which can help drown out the voices6 Remind Yourself that What the Voices Say is Not True Sometimes it Helps to Write it Out7 Draw the Voice or Give it a Name This can make it less scary and help get it outside of you8 Keep Track of When You Hear Voices to Identify Triggers These are situations you can avoid while these are so distressful for you9 Be Kind to Yourself When a Voice is Being Cruel to You it is especially important to be kind to yourself10 Remember that while hearing voices can be disturbing that it is a common experience and something that many people recover from
"danger, neglected, episode, diagnosed, bipolar type 1",I do not think there is such a thing as a psychotic seizure however there is something called a pseduoseizure or psychogenic nonepileptic seizure Basically this is when a person shows signs of a fullon seizure such as falling and convulsing but they are not producing brain waves consistent with a seizure Psedoseizures tend to be brought on by high stress emotional challenges and trauma history You can learn more here httpswwwncbinlmnihgovbooksNBK441871 Still the best way to now what your doctor meant would be to ask them
"scary thoughts, scare myself, bad is going to happen, cant get it out, stop these thoughts",Scary thoughts can feel overwhelming at times as well as feeling quite real I want to acknowledge how scary they can feel but there is hope and new skills you can learn to work with these types of thoughts The first step in working with scary or negative thoughts is to acknowledge that they are just thoughts and we can choose to follow the scary thought streams or work with cutting them off or ignoring them I also realize that might seem really hard to do but heres a good way to think about the brain and how thought patterns work Thoughts arise in the mind all the time our brain is a thought machine Many thoughts drift by like clouds and we dont pay any attention while other thoughts arise and they trigger us in a particulate way ie scary angry happy sad and when those thoughts arise we can chose to pay more attention to the thought which can lead us down that particulate thought stream that will lead to fear and anxiety So how do we work or stop those scary thought streams One new skill to implement comes from the work of Rick Hansen he wrote the book Buddhas Brain he teaches that we need to give more energy and attention to the positive thoughts or positive memories we hold in our mind and pay less attention to the negative thoughts Hansen asks us to imagine the brain this way the brain is like Velcro with negative thoughts and like teflon when it comes to positive thoughts There are reasons that our brain works this way but I dont have time to go into all of that in this response So its just important to remember we have to work at positive thinking actually pausing throughout the day to focus on positive feelings and memories  this will help the mind reinforce positive thought streams and help reduce negative thought streams over time If a scary thought arises try to replace it with a happy experience for at least a couple of moments and see if that helps reduce the negative charge connected with that scary thought
"imaginary friend, cope with stressful situations, worried, upset, advice, comforts, be okay, name Solace, comforting motherly figure, own advice, own thoughts, voice other than my own, never really listen, separate personality, develop, mentality, own person",Hi Im Amelia You know it does sounds like you have imagined a motherly comfort figure for yourself Sometimes when I have a person in my office that is very selfcritical I have himher speak to his or herself as though heshe were speaking to a loved one Isnt it sad that we speak to others more lovingly than we do ourselvesIf you have not received empathy nurturing or comfort from a caregiver it is hard to internalize empathy nurture or comfort from the inside There is a saying that We have been hurt in relationships and we can heal in relationships Healing and growth are best provided in the context of healthy relationship How about going the next step and finding a compassionate therapist or loving mentor that could actually provide you with the comfort that you need You deserve to be seen heard noticed and valued I am wishing my very best to you
"ignore them, come to a conclusion, wrong, correct",It is not correct because someone who is narcissistic believes they are always rightIf you ignore the person then their thinking is that there is something wrong with youIgnoring the person to the degree this is possible in the situation or relationship will spare you to be misunderstood further
"judge others, rudely",I agree with you and this is emotionally painful to watch or be on the receiving sideDepending on who is the person doing this and your relationship to them it is possible to kindly point out that the person may unnecessarily hurt someones feelingsIf you express your thoughts and give your guidance then whatever the person does afterwards you have the peace of knowing you tried to redirect this behavior
"intense attraction, unexpected, ballet uniform, television show, cant get her out of my mind",Why not make good use of your unexpected attraction to study the features you consider attractive in someoneAttraction based on physicality is normal  As long as you have no negative thoughts of doing harm to the person or yourself which are connected to the attraction you feel and so long as your attraction isnt stopping you from doing your daily life responsibilities such as work to take care of your daily needs and any responsibilities you have for other people then eventually it will lose its power on you
"possessive, hurting friendships, fix underlying issues",Hi there Its great you are able to realize there are other issues going on with someone who feels possessive At the root of it is fear Fear of losing someone fear of being alone fear of not being good enough All those fears can lead to low selfesteem and feeling like you have to control other people so you dont lose them The thing is controlling other people only pushes them away Vicious circle right What I would suggest is some cognitive therapy to change those underlying ways of thinking You can start with this assignment Write down all the things you think about yourself positive and notsopositive Then rewrite those notsopositive things so they are positive For example thinking something like Im too pushy can be rewritten as Im assertive and I go after what I want It can be hard to do since we tend to get stuck in our negative ways of thinking about ourselves If you have someone you trust you can ask for their help as well since most likely they see you differently than you see yourselfFinding a good cognitive therapist can help you further but if thats not an option for you right now there are lots of selfhelp books and websites that are out there Youve already taken the first step so keep moving forward
"ruining my life, decisions, serious changes, force myself to change",Hello and thank you for your question Changing unwanted behavior is one of the hardest things a person can do I agree with Sherry that being patient with yourself is important Here are a few things I would suggest1 Get clear on the behaviors you really want to change and make sure they are behaviors that CAN be changed Sometimes we will set a goal like I want to be more confident but that is hard to measure and prove to yourself that you accomplished it Saying you are going to accept a date or go on a job interview is something you can actually do and something that you may consider to be demonstrating confidence Whatever your change of behavior is make sure it is something you can actually change 2 If you are going to give up a behavior decide what you are going to do in place of it So if you are going to stop showing up late for work then you are deciding to be on time for work and demonstrating your value of being punctual 3 If you are going to make changes really nail down WHY you want to make them What is it about making these changes that is important to you as a person For example if you have the goal of weight loss the reason this is important to you as a person may be because you value selfcare Knowing WHY you want to make changes is both your motivation and your compass for getting there 4 Once you know WHY you want to make these changes I strongly suggest setting small goals If you set too high of goals you may not accomplish them and just feel worse So make the goal small realistic and guided by the the things you want to be as a person 5 As Sherry mentioned finding a counselor is sometimes a good idea if you really feel stuck Any counselor who does work with goalsetting and motivation can probably help Be wellRobin Landwehr DBH LPCC
"feel like myself, walk up an entire flight of stairs, legs are moving, watching my life be lived by someone else",You may be experiencing a form of dissociation called depersonalization  People with this type of dissociation may feel disconnected from their bodies feel that they are watching their bodies from a distance or may not recognize their image in the mirror  Dissociation sometimes occurs after someone experiences something traumatic  I would suggest working with a therapist who specializes in dissociative disorders as dissociation does not typically resolve on its own  On my website I have some information specific to dissociation that you may find helpful  Best of luck to you
"upset, panicked, shocked, mad, wrong with me",The good news is your awareness that being violent to animals feels out of character for you   Im glad you have awareness and Im glad you are not at ease with killing frogsFairly likely that you were acting out aggressively toward the frog feelings of being on the receiving side of similar type of violenceBasically you did unto the frog what someone has or to you feels like has been done to youUse your surprising finding of how strong your anger and most likely inward pain   Reflect on your closest relationships and how these people treat you   It is possible you feel more hurt by someone who is close to you than you ever realizedStabbing innocent frogs is wrong  It is understandable as a way to show you how much inner pain you probably haveIt is also wrong that someone close to you hurt youThe direction to go is to recognize your pain and then decide how to go about changing what is possible on your side of that or those relationships
"innocent, hurt, kill, sad, love, helpless, tempted, shame, guilt",A lot of different things could be happening here Do you feel angry or sad or anxious when you think about how helpless he is If you have not actually kicked him then I would encourage you to look at feelings other than guilt since you did not hurt him What else is thereIt would probably be very helpful to talk with a therapist about the specifics of this so that you can see what else is happening for you It could be that you feel safe with your cat so strong emotions come up because you feel safe
"diagnosed type one diabetic, tough time dealing, attachment issue, angry, demands, mother moved, nicer home, driving us crazy",There are many possible answers here It could be that she misses friends that she felt safe in the other house emotionally safe and comfortable or dozens of other things Will she talk about it when shes not mad You mentioned that she has an attachment issue It could also be that she was attached to the house Its not the same as being attached to a person but possessions and safe places certainly mean a lot
"freaked out, escalated, kicking me out, unspeakable things, calling the cops, unable to stop",Bipolar disorder has a lot of different components If this is a onetime event it could be that your daughter had an intense moment of anger and the phrase of asking her to calm down may have made her feel as though you werent understanding what she was saying Bipolar disorder also includes feelings of depression When this is coupled with intense anger and acting or speaking without thinking these can be part of bipolar disorder but that wouldnt be the whole picture of what bipolar disorder would look like It may be helpful to track differences that you notice in your daughters mood and any patterns related to the times of day or what seems to lead her to be upset Patterns are very helpful in figuring out what is happening
"working out, eating fruits and vegetables, junk in the house",I know some people do better when they dont have as much junk food in the house This is not as tempting then Having said that maybe you can reward yourself with different things such as having dessert on certain days If you are concerned about mostly eating habits consider seeing a nutritionist They can help you find the balance between what it is that you really want and your goals Im not sure how this links to happiness for you but hopefully looking at your choices can lead you toward your goal of being healthier
"emotions, felt, better, started, back of my mind",Best answer that I can give to you is that some level of depersonalization is quite normal for everyone it will come and go throughout life kind of like being on a rollercoaster here it is then its gone not to return for quite some time like many things the more that you fixate on it the more stress it will cause you consider it part of life accept it and move on now if your having many many many of these episodes or have some auditory or visual hallucination or disturbances or emotional unbalancing that accompany it than that is definitely something to look at but for the most part nothing to worry about Hope this helpsC
"feeling sad, cry, feel better, upset with people, hurt their feelings, rollercoaster, hard",Hello and thank you for your question Bipolar disorder is generally characterized by extreme changes in mood ranging from mania highs to depression lows There are different types however so here is a website that gives you a list of symptoms for mania and depression in bipolar disorder httpwwwwebmdcomdepressionguidebipolardisordermanicdepressionpage2After reviewing these symptoms if you believe you may have bipolar disorder then you may want to see your primary care provider or a counselor Bipolar disorder is treatable but for many people it requires the right medication and sometimes counseling to help people make behavior changes that are important for bipolar management For example some people may not get regular sleep but proper rest is important for bipolar management A counselor may talk to you about this and other lifestyle changes that you may need to make The good news is that many people live happy healthy and productive lives with bipolar disorder So if it turns out that you do have bipolar disorder it doesnt mean that things cant get better There is currently no cure for bipolar disorder but with proper medication and lifestyle management people can do quite wellHope this was helpful Be wellRobin J Landwehr DBH LPC NCC
"crazy, emotions, symptoms, situations",Do an internet research on psychosis symptoms and see if you have several of the symptoms  If you do seek a medical evaluation from your primary care physician  There are great medications and psychotherapy that can help you live your life to the fullest  There a many people who are diagnosed with psychosis and living a productive life
"emotions, cry, fear, sarcastic, moody, clingy, on edge, awful, leaving, public places, pull at my hair, plug my ears, hit myself, throw things",There is a reason you are having breakdowns I cant agree that they happen for no reason at all   Finding out the reason is going to be your biggest challenge because that may require you to dig deep into your past uncover hurtful experiences or recognize something that would be extremely pain  However if you dont find professional help to carefully guide you through whatever you may confront the symptoms mentioned will continue and may even get worse  There is a light at the end of the road but you need some help to find the right road to get on so you can see it
"exboyfriend, lies, lazy, builds trust, borrowing money, friends in debt, sob story, refuses to work, playing games, drug habit, debt with bills, compulsively lying, spending money, good person, homeless person, epilepsy, antisocial, socialize, movies, video games, drives me, small things, pathological liar, deep down",It sounds like you have some ambivalent feelings towards your exboyfriend that are difficult to sort out You notice that there are both desirable and undesirable things about him and this is true of everyone to one degree or another One question that I would have for you is are you satisfied with your relationship with him as it currently stands Are you happy with the boundaries between the two of you or would you like them to be different Negotiating through conflict and establishing different boundaries are definitely things you could work on with the help of a therapist Another question I would have for you is what would it mean for you to find out what motivates his behavior Discovering the roots of such behavior is something that he would have to work on in his own therapy and not something that you and a therapist could discover without him
"death, thinking, suicidal, sad, future, driving, imagining",Ill respond to your speculation that if you let go of the steering wheel while driving youll end up quite seriously hurt at the very least   It is fine to play in your mind with what ifs   People who write horror movie scripts most likely have some terrible sounding stories and suppositionsIf you trust yourself to actually not follow through with an idea that may kill you and you recognize the difference between thinking dangerous things and doing dangerous things then go to the next step of understanding more about your thoughts on deathSince you wonder about being missed if you die it is possible your thoughts about death are from feeling that you are metaphysically dead to people in your life whom you wish would show more interest in youPlay around with your idea as to why youd consider how people will feel about you if youre not in their livesThis may offer some insight as to your expectations of current relationships with others
"emotional, no reason, high school, first year, recently",Hello Vancouver Its really common for people to become very upset over small things sometimes The small thing is a trigger and the emotions arent so much about that event thats happening in the present they are more connected to old events that evoked the same feeling Youve likely had too much of that feeling in your life and youve developed a sensitivity to it Look at the small events that are triggers for you and ask yourself what same or similar emotion they evoke If theres anger there look underneath that Is it powerlessness worthlessness hurt shame  Then ask yourself when in your life youve experienced TOO much of that feeling As a child maybe but not necessarily Thats the first step and combined with empathy compassion and selfesteem youre starting to build what I call an emotional air conditioner A good therapist can help you with the rest of this process and with learning ways of coping with emotions daily I wish you the best
"lazy, aware of the problem, shake the habits, creating excuses, procrastination, regrets, low grade, all-time low, straight-A student, Cs and Fs, hurts, work is hard",Possibly laziness is not the true problem and is only what appears as the problemSince you describe your laziness as an observable quality I assume youve not always felt or handled yourself this wayQuite possibly and more likely the particular conditions of your current life are not ones that are optimal for feeling good about yourself and your involvementsOne suggestion is to see if there is any purpose to what youre doing in all the areas in which you see yourself acting from lazinessIf youre not able to notice any good purpose then you may be mistaking laziness for a significant amount of stress in your lifeStress can be opened and understood  If stress is what underlies what appears as laziness then you define the contributors to your stressNot feeling enough support in your life financial uncertainty arguments w people who are close in your life feeling misunderstood overall or by particular people all are possibilitiesGood luck in learning more about who you are
"infections, scars, bother, filled up with blood, concerned",Hi Houston The fact that youre concerned says a lot If I was your therapist Id ask you questions about your worries and how this is causing a problem in your life Youre causing perhaps permanent changes damage to your body and its likely youre trying to express somethingpain maybe A therapist can help you to explore whats going on for you and how to get your needs for selfexpression met in a more healthy way Good luck
"struggling, undiagnosed bipolar disorder, making my daytoday life extremely difficult",It sounds like you are experiencing a great deal of distress and youre wondering if it may meet a diagnosis of Bipolar disorder There are a few different types of Bipolar diagnoses in the DSM diagnositc and statistical manual and the best way to find out if your experiences would meet that diagnosis would be to meet with a mental health professional You can also look up the diagnosis online and see if what you are going through meets the criteriaOne question that I would have for you is what would it mean for you to find out that you meet the criteria for such a diagnosis It sounds like whether or not you do you are suffering and working with a therapist may help you get into a better place
"phone addiction, time passing quickly, playing games, trying to make phone fun, feeling like time wasted, improving phone performance",Start by spending small amounts of time with your own thoughts and feelingsAlways being focused on what a phone offers keeps people at a distance from knowing themselvesAs long as you make time to spend in an activity which is not interactive the way a phone is and instead depends only upon your actions you will be investing time and energy into your own lifeWhether by consciously considering your own interests or doing housecleaning or chores by devoting yourself to areas which you decide to be involved in you will increase your knowledge of your own interestsThen to not be so involved with your phone will be natural and easy
"recovery, not okay, policy, peer, counselor, small community, sober, treatment, mental health, life skill groups, substance peers",You definitely want to make sure not to inadvertently create an inappropriate dual relationship with a client In fact it is not uncommon for state regulatory boards to determine that a clinician and client being in the same 12 step group is professional misconduct You might want to consider attending a 12 step meeting that is located in a different community than the one you work in  Another option would be to look for oneonone or small group recovery support
"drug rehabilitation program, kicked out, using drugs again, overdosed, found dead, counselors, therapists, halfway house, accountability, relapsed, legal case, failing to report",Im so sorry to hear of your loss  This sounds like a really difficult situation for the whole family  Since the answer to this question will depend a lot on the applicable state laws I would suggest talking with a local attorney  That being said I see two competing issues here  On the one side is the duty of confidentiality the counselors owed to your relative  On the other side is the duty the counselors had to act reasonably to protect your relative from harm  Generally there is not a requiremt for substance abuse treatment centers to notify family members if an adult client relapsesA local attorney will be able to provide more specific guidance on the legal obligtions and liabilities in this situation
"therapist, parent, drugs, child, lies, custody visitation",This sounds like a potentially serious situation The most important thing is to make sure the child is safe  If you suspect that a child is or has been harmed I would strongly recommend that you report your concerns to your local law enforcement or to Child Protective Services If you dont think that a child is in danger you can still report your suspicion of counselor misconduct to the state regulatory board
"treatment discontinued, no apparent reason, diagnose schizophrenia",The general rule against medical abandonment says thst whenever healthcare providers discontinue treatment with you when you still need it they are legally required to make sure that you have access to another provider of equal or higher abilityIn this case if your treatment team decided to discontinue your treatment based on a diagnosis of schizophrenia they still will likely be required to provide you with a referral to someone who can provide you with treatment If you havent already done so Id recommend that you explicitly ask for a referral
"dispute, therapist, appointment cancellation, blocking, psychologists, clinic, insurance, psychiatric services, 48 hour cancellation policy, appointments, late, out of town, phone in session, double sessions",My recommendation would be to try to talk to your therapist about this  from your description it sounds like you have a legitimate explanation for missing your scheduled session Maybe if you could explain that to her she would be willing to work with you If she is not willing to consider your explanation and if she is not willing to continue working with you she still has an ethical obligation to provide you with referral resources to another therapist
"terminated counseling relationship, realizing, begin counseling again, voicemail message, returns calls in 24 hours, called on the weekend, want him to call me back, ignore me",Mental health providers should promptly return calls from current clients as well as from potential clients  This is even true if the social worker or counselor is unable to make an appointment with the caller  In that case the social worker should call you back to let you know that he is unable to schedule an appointment with youIn addition mental health providers have an obligation to follow through with their own communication standards  For example if the social worker in this case has an outgoing voicemail message that promises returned calls within 24 hours he has an obligation to follow through on that promiseAll that being said it is also worth remembering that mental health professionals are just people too It is possible that he had an unforeseen emergency that kept him from from returning your call promptlyIn the end I agree with Sherrys advice If you feel this social worker is not a good fit for you you probably should trust your gut and find someone else who is a better fit
"depression, anxiety, bipolar disorder, anger issues, therapist, cant afford",It can be difficult to get counseling if you dont feel supported by family members  There might be a few options  If you are in school Id recommend talking to a school counselor or school nurse  They often will be able to help you access free or affordable counseling resources in your community  In addition depending on where you live its also often possible to call 211 for referrals to free or low cost counseling services in your areaId encourage you not to give up You are on the right track
"major depression, severe PTSD, anxiety disorder, personality disorder, upset, shared with doctor, particular drug",Your doctor might be required to tell your psychiatrist  especially if your doctor is concerned about your safetyIt was definitely a good thing that you told your primary care physician about what is going on  I know that must have been difficult to talk about with him  By having that conversation you are helping your primary care physician and your psychiatrist work together to best support your health
"counselor decide, end counseling sessions, terminate working, client",There are typically three reasons why therapy is terminated1 Client has met therapy goals2 Client is not progressing 3 Therapist is not a good fit for clientIn order to properly assess whether therapy is helping and what progress is being made the therapist needs to have ways of consistently checking in with clients sessionsbysession to determine what is helping what isnt and where the client is at in relation to their original therapy goals When a client has met their goals that is a good time to end counselling sessions unless the client has new goals or simply wants to checkin periodically to make sure that they are still on track sometimes referred to as relapse prevention When a client is not progressing and feedback has been taken and attempts have been made to make the therapy more helpful for the client but to no avail than it is considered unethical to continue to work with the client In these circumstances referring out to another therapist who may be a better fit is a good idea
"emotional distress, trust issues, betrayal, financial strain, medical emergency, heavily medicated, credit card information, therapist dropped off",Im sorry to hear that this has happened Counselors are legally and ethically required to make sure that they always put the wellbeing of their clients above their own interests In addition counselor ethical rules and the laws in just about every state make it illegal for counselors to take advantage of a client financially A counselor borrowing money from a client even if the counselor pays it back would usually be considered to be taking advantage of the clientThere are a few options you have at this point if you cant or dont want to continue to try to contact him directly You can file a complaint with your states regulatory board and let them know what has happened  An investigator will then look into the situation for you  Another option would be for you to find a different counsleor who can provide you with an independent and netural point of view to help you figure out how you want to handle this situation
"college experience, courses taken, enjoy job, in school",Its a great idea for you to reach out to find a psychologist to talk to if this is a field you might be interested in pursuing Regarding the length of schooling it generally takes 4 years of college and an additional 4 to 7 years of graduate school to earn a doctorate degree to become a psychologist There are also other similar professions including counseling that dont require a doctorate degree Licensed counselors generally completed 4 years of college and an additional 2 years of graduate school If you are thinking about a career in psychology the local APA chapter would be a good place to start to find a local psychologist to talk to Heres a link to the NJ APA chapterhttpswwwpsychologynjorg
